MODEL,CONSTRUCTION_LEVEL,DATE END,REMARKS,NQ,COST CENTER,TYPE_AUDIT_DESC,PART_DESC,DEF_DESC,Cluster,REMARKS_Column1_Similarity
RWD,Serie,20-Jul-23,Sharp weld spur on the upper right inner sidewall.,3,Z2SINNRH,CPA,"Sidewall, right, inner",Weld pearls,Sharp weld spurs on the upper right inner sidewall.,0.98
RWD,Serie,20-Jul-23,Left rear mud flap missing upper and lower screw.,3,CHAST2,CPA,"Mud flap, fender, rear, left",Schraube/Mutter fehlt,Nut missing on front left and right mud flap.,0.79
RWD,Serie,19-Jul-23,ECU harness gator clip damaged. Clip not attached to engine bracket.,3,CHAST4,CPA,Engine harness,besch??digt,ECU harness gator clip not secured to engine bracket.,0.83
RWD,Serie,19-Jul-23,"Front left seat box to entrance cover gap measured 6.5mm, tolerance is 4mm",3,TR2ST4,CPA,"Seat base, front seat, left",Spalt zu gro??,"Front left seat box to entrance cover gap measured 4.5mm, tolerance is 4mm.",0.98
RWD,Serie,17-Jul-23,Contact support nut at ground point on left side fender is loose.,3,TR2ST4,CPA,Engine compartment,lose,Missing contact support nut at ground point on left side fender.,0.85
RWD,Serie,14-Jul-23,Paint inclusions on inside of right front door at bottom of door.,3,BCCOAT,CPA,"Front door, right, inside",Staub-/Schmutzeinschluss (Lack),Scratch on inside of right front door at bottom of door.,0.75
RWD,Serie,14-Jul-23,Rear inside left sidewall panel is damaged in multiple spots,3,TR3ST4,CPA,"Panel, sidewall, left",besch??digt,Rear inside left sidewall panel is damaged.,0.81
RWD,Serie,26-Jun-23,Push pin missing from lower left side of front bumper.,3,SLAST5,CPA,Front bumper,fehlt,Left side rear bumper is missing a pushpin.,0.78
RWD,Serie,26-Jun-23,Dent out on right sidewall near wheel well arch and sliding door.,3,Z2SOUTRH,CPA,"Sidewall, right",Beule,Dent on  rear right sidewall at wheel well arch.,0.81
RWD,Serie,16-Jun-23,Left side underbody battery cable grommet not installed properly.,3,Analysis,CPA,Battery cable,T??lle schlecht montiert,Battery cable grommet not installed properly.,0.92
RWD,Serie,16-Jun-23,Information label for swivel seats missing from left side of instrument panel.  Part number: A4478172703,3,ENGPLN,CPA,Information label,fehlt,Information label for swivel seats missing from right side of instrument panel.  Part number: A4478172803,0.97
RWD,Serie,15-Jun-23,Dent out on right sidewall above wheel well arch.,3,Z2SCOMRH,CPA,"Sidewall, right",Beule,Dent on  rear right sidewall at wheel well arch.,0.79
RWD,Serie,3-Apr-23,Top right side of radio trim flushness not ok.,3,PACST4,CPA,"Front plate, radio sets",??bergang nicht i.O.,Top and right side of radio trim flushness not ok.,0.94
RWD,Serie,24-Apr-23,Underbody wiring harness rubber boot for front left seat is not zip tied.,3,TR2ST7,CPA,wiring harness,Kabelbinder fehlt,Underbody wiring harness for front left seat not zip tied,0.86
RWD,Serie,21-Apr-23,Dent in on right exterior sidewall behind the sliding door.,3,Z2SOUTRH,CPA,"Sidewall, right",Delle,Dent in on right exterior sidewall behind the sliding door at the C-pillar.,0.86
RWD,Serie,20-Apr-23,Battery box cover shield missing push pins.,3,TR5ST1,CPA,"Housing cover, battery box",fehlt,Battery box cover shield missing push pin.,0.98
RWD,Serie,27-Mar-23,Wiring harness on left side engine compartment clip not secured to frame.,3,TR2ST4,CPA,"Wiring harness, engine compartment, left",nicht gesichert,NOX sensor wiring harness on right side engine comparment not secured to clip.,0.84
RWD,Serie,27-Mar-23,Front left door trim not installed properly. Gap along inner frame and window seal visible.,3,FDPA3,CPA,"Door trim, front door, left",Einbaulage fehlerhaft,Front right door trim not installed properly gap along inner frame and window seal visible.,0.96
RWD,Serie,2-Jun-23,Windshield washer fluid hose incorrectly routed.,3,CHAST5,CPA,"Hose, windshield washer system left",falsch verlegt,Windshield washer fluid hose incorrectly routed at reservoir.,0.89
RWD,Serie,2-Jun-23,Front inside left A-pillar not flush with the windshield.,3,TR3ST7,CPA,"A-pillar, left, inner",??bergang nicht i.O.,Left side interior A-pillar not flush with the front windshield.,0.93
RWD,Serie,2-Jun-23,Left side underbody battery cable grommet not installed properly.,3,Analysis,CPA,Battery cable,T??lle schlecht montiert,Battery cable grommet not installed properly.,0.92
RWD,Serie,13-Jun-23,Front right door seam seal is damaged.,3,TR4ST9,CPA,"Seal, front door, right",besch??digt,Front right door seal is damaged.,0.92
RWD,Serie,2-Jun-23,Dent- in on lower rear right door.,3,Z3REDOOR,CPA,"Rear-end door, right",Delle,Dent out exterior left rear door.,0.78
RWD,Serie,18-May-23,Paint inclusion on front right door.,3,FININSPE,CPA,"Front door, right",Staub-/Schmutzeinschluss (Lack),Left side cargo door paint inclusions dirt.,0.8
RWD,Serie,31-May-23,Upper left VA3 sidewall panel fastener loose.,3,TR3ST4,CPA,"Panel, sidewall, left",Partially loose,Inside left sidewall panel fastener loose.,0.76
RWD,Serie,31-May-23,Left front door seal wavy at B-pillar trim.,3,TR2ST4,CPA,"Sealing frame, front door, left",wellig,Front right door seal wavy at the top of B-Pillar trim.,0.9
RWD,Serie,10-Jun-23,Instrument cluster glass housing gap too large on right side.,3,PACST2,CPA,Instrument cluster,Spalt zu gro??,Glass housing on the instrument cluster gap is too large.,0.88
RWD,Serie,10-Jun-23,Front left ECU harness gator clip not secured to engine bracket.,3,CHAST4,CPA,Engine harness,nicht gesichert,ECU harness gator clip not secured to engine bracket.,0.96
RWD,Serie,10-Jun-23,Contamination under paint on rear of front right seat box.,3,BCCOAT,CPA,"Seat base, front seat, right",Contamination,contamination on left side seat box,0.77
RWD,Serie,26-May-23,Nuts for front left wheel well cover missing.,3,MARST5,CPA,"Cover, wheel well, front, left",Schraube/Mutter fehlt,Nut for front left wheel well cover missing.,0.96
RWD,Serie,13-May-23,Both screws missing on left and right front mud flaps.,3,CHAST9,CPA,"Mud flap, fender, front, right",Schraube/Mutter fehlt,Nut missing on front left and right mud flap.,0.77
RWD,Serie,1-May-23,Emergency information label on right inner B-pillar damaged.       A907 584 1600,3,TR4ST3,CPA,Information label,besch??digt,Emergency information label on left inner B-pillar damaged.           A907 584 1600,0.97
RWD,Serie,25-May-23,Multiple push pins missing from sliding door.,3,TR3ST2,CPA,"Sliding door, right",fehlt,Push pin missing from sliding door panel.,0.8
RWD,Serie,25-May-23,Front right door panel not installed properly at the window seal.,3,FDPA3,CPA,"Cover, door trim, front door, right",Einbaulage fehlerhaft,Front left door panel not installed properly at window seal.,0.9
RWD,Serie,29-Apr-23,Right side of rear bumper missing push pin.,3,TR4ST6,CPA,Bumper end piece,fehlt,Left side rear bumper is missing a pushpin.,0.78
RWD,Serie,22-May-23,Paint chip on rear inner corner of sliding door.,3,TR3ST2,CPA,"Sliding door, right, inner",Abplatzung (Lack),Paint chip at right edge of engine hood.,0.76
RWD,Serie,22-May-23,Front left door seal wavy at top of B-pillar trim.,3,TR2ST4,CPA,"Sealing frame, front door, left",wellig,Front right door seal wavy at the top of B-Pillar trim.,0.91
RWD,Serie,22-May-23,Rear left door wiring harness boot flushness not ok at door.,3,TR1ST1,CPA,"Boot, wiring harness, left, trunk lid/rear-end door/liftgate",??bergang nicht i.O.,Underbody wiring harness boot flushness not ok.,0.76
RWD,Serie,9-Sep-22,ECU harness gator clip not attached to engine bracket.,3,CHAST4,CPA,Engine harness,nicht gesichert,ECU harness gator clip not secured to engine bracket.,0.83
RWD,Serie,9-Sep-22,Front inside left triangular window leaked during rain test.,3,FDPA1,CPA,"Sealing frame/bonding, triangular side window, A-pillar, left",undicht,Leak at front inside left triangular window during rain test.,0.75
RWD,Serie,8-Sep-22,Rear right sidewall panel partially loose.,3,TR3ST4,CPA,"Panel, sidewall, right",Partially loose,Rear left sidewall panel partially loose.,0.91
RWD,Serie,8-Sep-22,Dent in on right sidewall at lower C-pillar.,3,Z2SOUTRH,CPA,"Sidewall, right",Delle,Dent on left sidewall at C-pillar.,0.87
RWD,Serie,8-Sep-22,"Bottom rear left door striker not positioned properly, causing bottom lock to not catch fully.",3,FINST1,CPA,"Rear-end door, left",Bearbeitungsfehler,"Bottom rear left door striker not positioned properly, causing bottom lock to not catch fully when closing rear doors.",0.89
RWD,Serie,22-Oct-22,Left side of radio trim not flush.,3,PACST4,CPA,"Front plate, radio sets",??bergang nicht i.O.,Right side of radio trim not flush.,0.92
RWD,Serie,11-Nov-22,Dent-out on front left fender at wheel well arch.,3,Z3FINLIN,CPA,"Fender, front, left",Beule,Dent on  rear right sidewall at wheel well arch.,0.77
RWD,Serie,10-Nov-22,Front brake line not secured in clip on underbody.,3,TR2ST7,CPA,"Brake line towards front, left",nicht gesichert,Rear brake line not secured in clip on underbody.,0.89
RWD,Serie,21-Oct-22,Front right door seal wavy in multiple areas at bottom of A-Pillar trim.,3,EVS,CPA,"Sealing frame, front door, right",wellig,Front right door seal wavy at the top of B-Pillar trim.,0.79
RWD,Serie,9-Nov-22,"Front right door trim not installed properly, window seal visible.",3,FDPA2,CPA,"Door trim, front door, right",Einbaulage fehlerhaft,Front right door trim not installed properly gap along inner frame and window seal visible.,0.78
RWD,Serie,9-Nov-22,Right side wiring harness not clipped to FEM.,3,CHAST5,CPA,"Wiring harness, engine compartment, right",lose,Left side wiring harness not clipped to FEM.,0.93
RWD,Serie,20-Oct-22,RPM sensor wire and brake wear sensor wire not clipped to right front strut.,3,CHAST9,CPA,"Rpm sensor, right, front axle",lose,Left front RPM sensor wire not clipped to strut.,0.79
RWD,Serie,20-Oct-22,Primer visible on rear inside left sidewall side window.,3,TR3ST4,CPA,"Side window, rear, sidewall, left",Klebereste,Primer visible on the right side rear window.,0.76
RWD,Serie,21-Sep-22,Bottom inside right sliding door dent.,3,TR3ST4,CPA,"Sliding door, right, inner",Delle,Dent on bottom of sliding door.,0.83
RWD,Serie,8-Nov-22,Front outer right air vent not installed correctly. Vent not in correct orientation when  adjustment wheel is completely opened or closed.,3,PACST4,CPA,"Air vent, front, outer, right",Einbaulage fehlerhaft,Front outer left air vent not installed correctly.  Vent not in correct orientation when adjustment wheel is completely opened or closed.,0.98
RWD,Serie,3-Oct-22,Polish spots in multiple areas on left sidewall.,3,FININSPE,CPA,"Sidewall, left",Polierstellen (Lack),Polish spot on left sidewall.,0.81
RWD,Serie,3-Oct-22,Rear inside left sidewall panel fastener missing.,3,TR3ST4,CPA,"Sidewall, left, inner",fehlt,Rear inside right sidewall panel fastener missing.,0.92
RWD,Serie,3-Oct-22,Polish spot on right sidewall,3,FININSPE,CPA,"Sidewall, right",Polierstellen (Lack),Polish spot on left sidewall.,0.91
RWD,Serie,7-Nov-22,"Front right seat box to entrance cover gap measured 5.5mm, tolerance is 4mm.",3,TR3ST7,CPA,"Seat base, front seat, right",Spalt zu gro??,"Front left seat box to entrance cover gap measured 4.5mm, tolerance is 4mm.",0.97
RWD,Serie,7-Nov-22,Cargo area wireway cover on left sidewall partially loose.,3,TR3ST1,CPA,Trunk/cargo area,Einbaulage fehlerhaft,Rear left wireway cover partially loose.,0.75
RWD,Serie,19-Sep-22,Dent and scratch on lower rear inside right door.,3,FINST1,CPA,"Rear-end door, right, inside",Delle,Dent out exterior left rear door.,0.78
RWD,Serie,18-Oct-22,Paint rework visible on inner right C-pillar.,3,FININSPE,CPA,"C-pillar, right, inner",Nacharbeit sichtbar,Paint rework visible on right side C-pillar.,0.88
RWD,Serie,15-Oct-22,ECU harness not secured to engine bracket.,3,CHAST4,CPA,Engine harness,nicht gesichert,ECU harness gator clip not secured to engine bracket.,0.85
RWD,Serie,15-Oct-22,Paint chipped on edge of fuel door.,3,TR2ST1,CPA,Fuel filler flap,Abplatzung (Lack),Front right door paint chipped on the edge.,0.77
RWD,Serie,15-Oct-22,Paint chipped on edge of rear right door.,3,TR1ST6,CPA,"Rear-end door, right",Abplatzung (Lack),Front right door paint chipped on the edge.,0.78
RWD,Serie,15-Oct-22,"Front right seat box to entrance cover gap measured 5.5mm, tolerance is 4mm.",3,TR3ST7,CPA,"Seat base, front seat, right",Spalt zu gro??,"Front left seat box to entrance cover gap measured 4.5mm, tolerance is 4mm.",0.97
RWD,Serie,2-Nov-22,Defect under seam seal on edge of left front door.,3,Z3DMOUN,CPA,"Front door, left",Klebereste,Defect under paint and seam seal on edge of right front door.,0.86
RWD,Serie,15-Sep-22,"Front right seat box to entrance cover gap measured 7.0mm, tolerance is 4mm.",3,TR3ST7,CPA,"Seat base, front seat, right",Spalt zu gro??,"Front left seat box to entrance cover gap measured 4.5mm, tolerance is 4mm.",0.97
RWD,Serie,2-Nov-22,Right side heated windshield wiring harness is visible.,3,TR3ST5,CPA,Windshield,Bearbeitungsfehler,Left and right side heated windshield wiring harnesses visible.,0.93
RWD,Serie,1-Nov-22,Bottom front left RPM sensor not secured to front axle.,3,FAAST1,CPA,"Rpm sensor, left, front axle",nicht gesichert,Bottom front left RPM sensor wire not attached to front axle.,0.76
RWD,Serie,1-Nov-22,Center left air vent not installed properly.  Vent is not in correct orientation when adjustment wheel is completely opened or closed.,3,PACST4,CPA,"Air vent, front, center, left",Einbaulage fehlerhaft,Front outer left air vent not installed correctly.  Vent not in correct orientation when adjustment wheel is completely opened or closed.,0.87
RWD,Serie,1-Nov-22,"Rear right taillight wedge shaped gap out of tolerance. Difference between both point is 2.5mm, tolerance is +/-1.5mm.",3,FINST1,CPA,Taillamp right,Spalt zu gro??,"Rear right taillight wedge shaped gap out of tolerance. Difference between both point is 4.0mm, tolerance is +/-1.5mm.",0.98
RWD,Serie,1-Nov-22,Front right A-pillar trim not clipped properly.,3,TR3ST7,CPA,"Cover, A-pillar, right",Partially loose,Front left A-pillar trim not clipped in properly.,0.89
RWD,Serie,31-Oct-22,E-brake cover not assembled correctly.,3,TR3ST3,CPA,"Cover, hand brake lever",??bergang nicht i.O.,Bottom of E-brake cover not assembled correctly.,0.91
RWD,Serie,31-Oct-22,Far right instrument panel trim at A-pillar partially loose.,3,TR3ST8,CPA,"Cover, outer, right, instrument panel",Partially loose,Far left instrument panel trim at A-pillar partially loose.,0.95
RWD,Serie,12-Oct-22,Paint run on bottom rear inside right sidewall.,3,BCCOAT,CPA,"Sidewall, right, inner",L??ufer (Lack),Paint run on rear inside right sidewall.,0.92
RWD,Serie,26-Sep-22,Rear inside left lower sidewall panel damaged.,3,TR3ST1,CPA,"Panel, sidewall, left",besch??digt,Rear inside left sidewall panel is damaged.,0.78
RWD,Serie,13-Sep-22,Bottom inside right sliding door dent.,3,TR3ST4,CPA,"Sliding door, right, inner",Delle,Dent on bottom of sliding door.,0.83
RWD,Serie,11-Oct-22,Front inside left triangular window leaked during rain test.,3,FDPA1,CPA,"Sealing frame/bonding, triangular side window, A-pillar, left",undicht,Leak at front inside left triangular window during rain test.,0.75
RWD,Serie,11-Oct-22,Front triangle window seal not installed properly.,3,FDPA1,CPA,"Sealing frame/bonding, triangular side window, A-pillar, left",Einbaulage fehlerhaft,Bottom of front right triangle window seal not installed properly.,0.89
RWD,Serie,11-Oct-22,"Fuel pump wiring harness loose, not zip tied to fuel line.",3,CHAST2,CPA,"ESV, sub wiring harness, fuel pump",lose,"Fuel pump wiring harness loose, missing second zip tie to fuel line.",0.86
RWD,Serie,24-Sep-22,"Front left door window making noise when raising and lowering, making contact with top corner seal.",3,FDPA1,CPA,"Side window, front door, left",Bet??tigungsger??usch,Front left door window making noise when raising and lowering.,0.82
RWD,Serie,27-Oct-22,ECU harness not secured to engine bracket.,3,CHAST4,CPA,Engine harness,nicht gesichert,ECU harness gator clip not secured to engine bracket.,0.85
