MODEL,CONSTRUCTION_LEVEL,DATE END,REMARKS,NQ,COST CENTER,PNR,TYPE_AUDIT_DESC,PART_DESC,SFARTNR,TURN,Cluster,REMARKS_Column1_Similarity
RWD,Serie,14-Oct-22,Coolant hose making contact with radiator fan.,3,CHAST5,93533412,CPA,"Coolant hose, radiator",221,,Coolant hose making contact with radiator fan.,1
RWD,Serie,27-Sep-22,Top of right side B-pillar trim not installed properly over entrance trim.,3,TR4ST7,93539112,CPA,"Trim, B-pillar right",42V,,Top of right side B-pillar trim not installed properly over entrance trim.,1
RWD,Serie,27-Sep-22,Upper front left brake caliper cap bolt missing cover.,3,LOG,93538650,CPA,"Cap, bleed screw, brake caliper, left, front axle",C7,,Upper front left brake caliper cap bolt missing cover.,1
RWD,Serie,27-Sep-22,Left inner sidewall panel missing push pin.,3,TR3ST1,93538650,CPA,"Panel, sidewall, left",C7,,Left inner sidewall panel missing push pin.,1
RWD,Serie,27-Sep-22,Fuel filler neck wire incorrectly routed.,3,CHAST9,93538650,CPA,Fuel tank,13,,Fuel filler neck wire incorrectly routed.,1
RWD,Serie,14-Sep-22,Leak at upper rear left door hinge.,3,FINST3,93517449,CPA,"Hinge, upper, rear-end door, left",04,,Leak at upper rear left door hinge.,1
RWD,Serie,14-Sep-22,Radiator grille partially loose.,3,CHAST6,93517449,CPA,Radiator grille,385,,Radiator grille partially loose.,1
RWD,Serie,14-Sep-22,Adhesive residue on rear inside right sidewall.,3,Z2SINNRH,93515765,CPA,"Sidewall, right, inner",B1R,,Adhesive residue on rear inside right sidewall.,1
RWD,Serie,1-Nov-22,Sliding door seal along bottom of B-pillar damaged.,3,TR2ST2,93570455,CPA,"Sealing/sealing frame, sliding door, right",991,,Sliding door seal along bottom of B-pillar damaged.,1
RWD,Serie,1-Nov-22,Upper and lower stop buffers on front of sliding door installed in wrong position.  Parts swapped causing upper buffer to rub door seal on van.,3,TR3ST3,93570455,CPA,"Stop buffer, sliding door, right",42V,,Upper and lower stop buffers on front of sliding door installed in wrong position.  Parts swapped causing upper buffer to rub door seal on van.,1
RWD,Serie,1-Nov-22,All spreader rivets missing from the bottom of front right door trim.,3,FDPA3,93560365,CPA,"Door trim, front door, right",C7,,All spreader rivets missing from the bottom of front right door trim.,1
RWD,Serie,31-Oct-22,Fuel filler neck wire incorrectly routed.,3,CHAST9,93574242,CPA,Fuel tank,13,,Fuel filler neck wire incorrectly routed.,1
RWD,Serie,28-Oct-22,Leak at front inside left triangular window during rain test.,3,FDPA1,93536233,CPA,"Sealing frame/bonding, triangular side window, A-pillar, left",04,,Leak at front inside left triangular window during rain test.,1
RWD,Serie,28-Oct-22,Temperature sensor on middle exhaust is loose.  Fastener for sensor appears to be torqued.,3,MARST4,93555589,CPA,"Exhaust temperature sensor, NOx storage catalytic converter",99E,,Temperature sensor on middle exhaust is loose.  Fastener for sensor appears to be torqued.,1
RWD,Serie,28-Oct-22,Cargo area D-Ring not flush with cargo floor.,3,TR1ST3,93555589,CPA,Cargo area floor,42U,,Cargo area D-Ring not flush with cargo floor.,1
RWD,Serie,28-Oct-22,"Extra owners manual book installed, A907 584 7712.",3,PAPW,93555589,CPA,Operating/maintenance booklet/sleeve,P_12,,"Extra owners manual book installed, A907 584 7712.",1
RWD,Serie,12-Oct-22,Front inside left floor mat not positioned properly.,3,TR4ST7,93536589,CPA,"Floor mat, front, left",42V,,Front inside left floor mat not positioned properly.,1
RWD,Serie,12-Oct-22,Leak at upper rear left door hinge.,3,FINST3,93548279,CPA,"Hinge, upper, rear-end door, left",04,,Leak at upper rear left door hinge.,1
RWD,Serie,12-Oct-22,Front left storage compartment missing rubber mat.,3,PACST4,93548279,CPA,Storage tray flap,C7,,Front left storage compartment missing rubber mat.,1
RWD,Serie,12-Oct-22,Wireway cover on left D-pillar damaged.,3,TR3ST1,93548279,CPA,Trunk/cargo area,991,,Wireway cover on left D-pillar damaged.,1
RWD,Serie,26-Sep-22,"Parking brake console adjustment not ok, too loose.",3,CHAST9,93515393,CPA,Parking brake,38,,"Parking brake console adjustment not ok, too loose.",1
RWD,Serie,26-Sep-22,Differential pressure sensor hose making contact with EGR cooler.,3,CHAST4,93538288,CPA,"Hose, differential pressure sensor, right",221,,Differential pressure sensor hose making contact with EGR cooler.,1
RWD,Serie,26-Sep-22,Rework visible around upper sliding door guide pin.,3,TR2ST2,93538288,CPA,"Guide pin, upper, sliding door, right",K7D,,Rework visible around upper sliding door guide pin.,1
RWD,Serie,13-Sep-22,Windshield washer fluid hose incorrectly routed at reservoir.,3,CHAST5,93515120,CPA,"Hose, windshield washing system",13,,Windshield washer fluid hose incorrectly routed at reservoir.,1
RWD,Serie,13-Sep-22,Dent along rear inner frame of sliding door.,3,Z3SLIDOR,93508943,CPA,"Sliding door, right",I2,,Dent along rear inner frame of sliding door.,1
RWD,Serie,13-Sep-22,Front fuel line not secured to bracket on underbody causing contact with other fuel line.,3,TR2ST7,93508943,CPA,Fuel line,C77,,Front fuel line not secured to bracket on underbody causing contact with other fuel line.,1
RWD,Serie,13-Sep-22,"Parking brake console adjustment not ok, too loose.",3,CHAST9,93508943,CPA,Parking brake,38,,"Parking brake console adjustment not ok, too loose.",1
RWD,Serie,13-Sep-22,Sliding door electric closing assist wire not routed correctly.,3,TR2ST2,93508943,CPA,"Closing assist, sliding door, right",13,,Sliding door electric closing assist wire not routed correctly.,1
RWD,Serie,13-Sep-22,Paint damage on inner right C-pillar.,3,FININSPE,93514503,CPA,"C-pillar, right, inner",096,,Paint damage on inner right C-pillar.,1
RWD,Serie,13-Sep-22,Rework visible on front left fender to bumper.,3,FINST7,93514503,CPA,"Fender, front, left",K7D,,Rework visible on front left fender to bumper.,1
RWD,Serie,28-Oct-22,Dent on sliding door at bottom front corner.,3,TR3ST2,93555589,CPA,"Sliding door, right",I2,,Dent on sliding door at bottom front corner.,1
RWD,Serie,28-Oct-22,Leak at driver side triangle window.,3,FDPA1,93559623,CPA,"Sealing frame/bonding, triangular side window, A-pillar, left",04,,Leak at driver side triangle window.,1
RWD,Serie,28-Oct-22,Damaged paint on left side of passenger seat box.,3,FININSPE,93559623,CPA,"Seat base, front seat, right",096,,Damaged paint on left side of passenger seat box.,1
RWD,Serie,11-Oct-22,Right side of dome lamp flushness not ok.,3,TR3ST6,93548634,CPA,"Interior lamp/overhead control panel, front",42U,,Right side of dome lamp flushness not ok.,1
RWD,Serie,24-Sep-22,Excessive anti-flutter material/glue on right side cargo wall.,3,Z2SINNRH,93530475,CPA,"Sidewall, right, inner",B1R,,Excessive anti-flutter material/glue on right side cargo wall.,1
RWD,Serie,24-Sep-22,Front left A-pillar trim damaged.,3,TR3ST7,93530475,CPA,"Trim, A-pillar left",991,,Front left A-pillar trim damaged.,1
RWD,Serie,24-Sep-22,C-pillar not aligned properly causing sliding door to be warped in the center.,3,Z3SLIDOR,93530475,CPA,"Sliding door, right",A3,,C-pillar not aligned properly causing sliding door to be warped in the center.,1
RWD,Serie,28-Oct-22,Rear left door wiring harness boot not flush along D-pillar.,3,RWKST1,93555647,CPA,"Boot, wiring harness, left, trunk lid/rear-end door/liftgate",42U,,Rear left door wiring harness boot not flush along D-pillar.,1
RWD,Serie,28-Oct-22,Right side of rear headliner not secured.,3,TR3ST6,93555647,CPA,"Lining, roof rear",C77,,Right side of rear headliner not secured.,1
RWD,Serie,28-Oct-22,Rear right fixed window seal wavy.,3,TR4ST1,93555647,CPA,"Sealing frame/bonding, side window",I6,,Rear right fixed window seal wavy.,1
RWD,Serie,24-Sep-22,LED light strip in cargo area wiring harness partially loose.,3,RWKST1,93534501,CPA,"Light source, trunk lamp/cargo area lamp",385,,LED light strip in cargo area wiring harness partially loose.,1
RWD,Serie,24-Sep-22,Upper front left brake caliper cap bolt missing cover.,3,RWKST1,93522316,CPA,"Cap, bleed screw, brake caliper, left, front axle",C7,,Upper front left brake caliper cap bolt missing cover.,1
RWD,Serie,12-Sep-22,Front left seat box foam not flush.,3,TR4ST8,93512333,CPA,Top seat frame cover,42U,,Front left seat box foam not flush.,1
RWD,Serie,27-Oct-22,Front right airbag cover not flush with instrument panel.,3,PACST2,93564987,CPA,"Cover, front passenger airbag",42U,,Front right airbag cover not flush with instrument panel.,1
RWD,Serie,27-Oct-22,Rear right partition wall screw missing.,3,TR4ST3,93564987,CPA,"Partition wall, cargo area",C75,,Rear right partition wall screw missing.,1
RWD,Serie,27-Oct-22,Upper sliding door guide pin not adjusted properly causing it to damage the guide pin housing/run on key.,3,SLAST4,93547933,CPA,"Guide pin, upper, sliding door, right",99E,,Upper sliding door guide pin not adjusted properly causing it to damage the guide pin housing/run on key.,1
RWD,Serie,27-Oct-22,Rear ABS wires not zip tied at underbody cross member.,3,CHAST9,93547933,CPA,ABS brake system,C7Z,,Rear ABS wires not zip tied at underbody cross member.,1
RWD,Serie,27-Oct-22,Touch mark on right side C-pillar from paint shop sliding door jig.,3,FININSPE,93547933,CPA,"C-pillar, right",99E,,Touch mark on right side C-pillar from paint shop sliding door jig.,1
RWD,Serie,27-Oct-22,RPM sensor wire and brake wear sensor wires crossed and making contact.,3,FAAST1,93547933,CPA,"Rpm sensor, right, front axle",13,,RPM sensor wire and brake wear sensor wires crossed and making contact.,1
RWD,Serie,10-Oct-22,"Start/stop button on instrument panel not clipped in properly, still functions.",3,PACST2,93536761,CPA,"Switch, ECO start/stop function",42V,,"Start/stop button on instrument panel not clipped in properly, still functions.",1
RWD,Serie,10-Oct-22,Parking brake rubber grommet not installed correctly on underbody frame.,3,TR2ST8,93536761,CPA,Parking brake,42T,,Parking brake rubber grommet not installed correctly on underbody frame.,1
RWD,Serie,10-Oct-22,Front left door window making noise when raising and lowering.,3,FDPA1,93536761,CPA,"Side window, front door, left",GA,,Front left door window making noise when raising and lowering.,1
RWD,Serie,10-Oct-22,Right headlight not flush with bumper.,3,CHAST6,93536761,CPA,Headlamp unit right,42U,,Right headlight not flush with bumper.,1
RWD,Serie,10-Oct-22,Paint chipped on inside bottom corner of fuel door.,3,Analysis,93536761,CPA,Fuel filler flap,K8R,,Paint chipped on inside bottom corner of fuel door.,1
RWD,Serie,4-Feb-23,Coolant sensor wiring harness not clipped properly.,3,CHAST5,93628261,CPA,wiring harness,385,,Coolant sensor wiring harness not clipped properly.,1
RWD,Serie,4-Feb-23,Dent on left side B-pillar near striker.,3,TR4ST9,93628261,CPA,"B-pillar, left",I2,,Dent on left side B-pillar near striker.,1
RWD,Serie,4-Feb-23,Rear left door bent at D-pillar above taillight.,3,Z3REDOOR,93628261,CPA,"Rear-end door, left",A5,,Rear left door bent at D-pillar above taillight.,1
RWD,Serie,13-Dec-22,Sliding door threshold is missing a screw.,3,TR2ST6,93608339,CPA,"Sliding door, right",C7,,Sliding door threshold is missing a screw.,1
RWD,Serie,12-Dec-22,"Van is not an AWD unit, but the AWD badge was installed on rear right door.",3,TR1ST1,93621225,CPA,"Model badge, right, trunk lid/rear-end door/liftgate",P_12,,"Van is not an AWD unit, but the AWD badge was installed on rear right door.",1
RWD,Serie,12-Dec-22,Bump stop on inner rear left door missing.,3,TR1ST1,93621225,CPA,"Rear-end door, left, inside",C7T,,Bump stop on inner rear left door missing.,1
RWD,Serie,10-Dec-22,Fuel filler neck protective cover poorly installed.,3,SLAST5,93619500,CPA,"Filler neck, fuel tank",99E,,Fuel filler neck protective cover poorly installed.,1
RWD,Serie,15-Nov-22,Battery box cover shield missing push pin.,3,TR5ST1,93582724,CPA,"Housing cover, battery box",C7,,Battery box cover shield missing push pin.,1
RWD,Serie,8-Dec-22,Left side of the engine bay washer hose is making contact.,3,CHAST5,93617223,CPA,"Hose, windshield washer system left",221,,Left side of the engine bay washer hose is making contact.,1
RWD,Serie,8-Dec-22,Rear right inside D-pillar leaked during rain test.,3,SIKAAUT,93608800,CPA,D-pillar,04,,Rear right inside D-pillar leaked during rain test.,1
RWD,Serie,8-Dec-22,Upper rear left door damaged due to contact with striker.,3,FINST1,93608800,CPA,"Rear-end door, left",221,,Upper rear left door damaged due to contact with striker.,1
RWD,Serie,7-Dec-22,Bottom front left mounting clip for lower AC line damaged.,3,TR2ST8,93612075,CPA,Mounting clip,991,,Bottom front left mounting clip for lower AC line damaged.,1
RWD,Serie,7-Dec-22,Left side wiring harness not clipped to FEM.,3,CHAST5,93600542,CPA,"Wiring harness, engine compartment, left",38,,Left side wiring harness not clipped to FEM.,1
RWD,Serie,7-Dec-22,Parking brake cable not installed correctly to adjustment console.,3,CHAST2,93618957,CPA,"Brake cable, front, parking brake",51,,Parking brake cable not installed correctly to adjustment console.,1
RWD,Serie,6-Dec-22,Bottom rear left door seal not clipped in.,3,TR1ST1,93602787,CPA,"Seal, rear-end door, left",38,,Bottom rear left door seal not clipped in.,1
RWD,Serie,6-Dec-22,Front right door missing cap.,3,FDPA3,93602787,CPA,"Front door, right, inside",C7,,Front right door missing cap.,1
RWD,Serie,5-Dec-22,Rear right inner sidewall panel not installed properly.,3,TR3ST1,93590818,CPA,"Panel, sidewall, right",42V,,Rear right inner sidewall panel not installed properly.,1
RWD,Serie,5-Dec-22,Missing contact support nut at ground point on left side fender.,3,TR2ST4,93590818,CPA,Engine compartment,C7,,Missing contact support nut at ground point on left side fender.,1
RWD,Serie,5-Dec-22,Left side roof air conditioner condensation drain hose grommet missing cap.,3,TR2ST8,93590818,CPA,"Drain hose, condensation, rear air conditioning",C7T,,Left side roof air conditioner condensation drain hose grommet missing cap.,1
RWD,Serie,3-Feb-23,Front inside left seat cushion damaged.,3,,93624187,CPA,"Seat cushion, front seat, left",991,,Front inside left seat cushion damaged.,1
RWD,Serie,3-Feb-23,Front inside right door grab handle gap too large.,3,Z3DMOUN,93624187,CPA,"Grab handle, front door, right",61G,,Front inside right door grab handle gap too large.,1
RWD,Serie,3-Feb-23,Front left lower A-pillar cover not clipped in properly.,3,TR3ST7,93624187,CPA,"Cover, A-pillar, left",42U,,Front left lower A-pillar cover not clipped in properly.,1
RWD,Serie,3-Feb-23,Fan harness not routed properly therefore making contact with AC line.,3,CHAST5,93624187,CPA,Engine harness,13,,Fan harness not routed properly therefore making contact with AC line.,1
RWD,Serie,3-Dec-22,Left side interior A-pillar not flush with the front windshield.,3,TR3ST8,93600088,CPA,"A-pillar, left, inner",C77,,Left side interior A-pillar not flush with the front windshield.,1
RWD,Serie,3-Dec-22,Right side of rain sensor cover partially loose.,3,TR4ST8,93598175,CPA,"Control unit, rain sensor",385,,Right side of rain sensor cover partially loose.,1
RWD,Serie,3-Feb-23,Top of rear inside left door panel not clipped properly.,3,TR3ST2,93624187,CPA,"Rear-end door, left",C77,,Top of rear inside left door panel not clipped properly.,1
RWD,Serie,3-Dec-22,Leak coming through D-pillar during rain test.,3,Analysis,93591105,CPA,D-pillar,04,,Leak coming through D-pillar during rain test.,1
RWD,Serie,2-Dec-22,Washer fluid hose making contact in the engine bay.,3,CHAST5,93606028,CPA,"Hose, windshield washer system left",221,,Washer fluid hose making contact in the engine bay.,1
RWD,Serie,20-Feb-23,Multiple minor weld faults on inside right sidewall.,3,Z2SINNRH,93641066,CPA,"Sidewall, right, inner",423,,Multiple minor weld faults on inside right sidewall.,1
RWD,Serie,1-Dec-22,Fuel filler neck protective cover poorly installed.,3,SLAST5,93606358,CPA,"Filler neck, fuel tank",99E,,Fuel filler neck protective cover poorly installed.,1
RWD,Serie,1-Dec-22,Front right door trim not installed properly gap along inner frame and window seal visible.,3,FDPA1,93606358,CPA,"Door trim, front door, right",42V,,Front right door trim not installed properly gap along inner frame and window seal visible.,1
